sentence_id	sentence	sentence_domain	source
5b824dc639c82b4396e5e531a2f5fb8e160853a6fb96c333a9dc40d7932f3a58	Nå er det slutt.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5b8ccdc820e7fe3183973eb3a62bfaa643edc20c4147b729848789c7ecafcee7	Det har innsamleren sagt ja til.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5b9c8fab7cdf39ce33c318741c65913d2ef35a4e47fc7d4e01c7b4d740ba7b67	Begge deler får kritikk både internt og av opposisjonen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5bb53851699af38be640af683b13d7ec7704351f467dbc7f45e85205d8a058d3	Hans parti ønsker for øvrig å gjøre sidemålsundervisningen frivillig.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5bb58215a9ace950322f5604059f887d323ad8078c31cae306f1148a7f800bc1	Men helt sikre er de altså fremdeles ikke.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5bde04d4b86bd3a38b86600c82865f9d181416e80249221ee51300493f1375aa	Et potensial vi alltid har visst har vært der.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5c12c0e9187b9032e0c1f165bebee195a3f3d955b852b80bd8d427f0a3922490	Noen måtte derfor evakueres med båt mandag.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5c1a052bc414a3c3c49a481305af534ea1b690a82158a66eacc146015ed71309	Likevel varsler han tilsyn av distriktets arbeid med voldtektssaker.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5c2c3c9b0bd73b67c4a8a40ffc00be7864a7ead9c3655fb5cce442c7acc47ce0	Alle disse landene er hardt rammet av økonomisk krise.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5c398e102d96822d2ac1d723948662dadf10d14b56309c1bf47d19dab029f6c0	Hun mener å se tegn på psykose.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5c54b895d20d0172f842dae5b2ab0eaf45565e158181924af8c15e8caf18d059	Kort tid etter ble aksjonen bekreftet avsluttet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5c65cd5839b4616e28d6bf602b7cf95feabfdfd2301f1a6db38f372c9d10731f	Det er blitt noen hektiske timer for arrangørene.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5c71218e3d4bedb175186268b90bd7655901f5f838e28d7266986fa74bcf78b4	Dette får kommersielle mediehus til å reagere.	general	"https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/	This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken."
5c7bcdca193e5f12126c496f64e48afcb9ce11e564e18cae2fe1e0aefd29ddf5	Også hos voksne er søvnproblemer økende.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5c8184f240d110fe26b2ed0ffc35a7a6a4e13304bfd2838ba4d5b89e0edb01fb	Gjør du det er mye varme holdt inne.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5c893f16dea669499986dc79f1afec8d8f1f785562b1364aacff78d07d16780c	Forbudet ble vedtatt i juni.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5ca872fd711a08c80f4626cd6bb5073b9863adefd07cc6283422d279a9d84def	Alle høyskoler og universiteter bryter målloven.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5cadd10cef737611ddfcd81083241d3270a8660120c41d8226f953b6ddfffc56	Derfor kaller vi disse dressingene tilbake, sier han.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5ce366b5a777d7d62041624ac4dbc46c6cddae3a060245565d9f1f17ae6901ae	Ulven ble erklært død på stedet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5cf2caf96d4fb1de1952dc1924b59aa89eb85e1532f12453e6d73203da60d1ad	Skolevalget regnes som en viktig indikator for valgresultatet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5d26e62c853883e10b32321413bfa76e7829251901046585e7d4109546b6f12f	Den jobben er sørlendingen klar til å gå løs på.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5d288bcc8a2e849719a79ee87591f367247bbdd64b9a175f7982e81d0335e62a	Søknadsfristen for å arrangere mesterskapet går ut lørdag.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5d2b4984c9f2da1644b1e8a46831653962b7a5503b68e23d70daaf2dd4fae5a5	Det er nå slått fast en gang for alle.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5d4e6a693f416dd2676db66ff1b9ae1ae6e72755274ce60f033dc504c8d3fcb7	Familieenheten skal ha et mer sivilt preg.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5d5a24e71ca2d5ec483e4fb945e232945cef1a34043b7ff8c2601b4f5c528f40	Han vil formelt bli valgt i desember.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5d5dfcdfb00782a132e321206f86a2062637926656b77cb6dd48f35d8c754329	Noen studenter får betydelig mer.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5d7913e765b331aac41a8a3a4f6201c7eb0d2ddc095332679715043494f3a588	Landslagsspilleren er på medisinsk test i en annen fotballklubb.	general	"https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/	This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken."
5d7bdc65d236a34d34aa7bf7a78f2f9abec0010d0a9ec48be3ebd949bb97fcbf	Heisene var bare å glemme.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5d80ad7ce8dba19f5cdfa94269d5ef5f0fbbac0fcfa59778026e72d5fb7489b9	De krever derfor en ny vurdering av plasseringen, skriver avisen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5da565fa0df61a2ae517dfd0a6082859a594c3e8d33653a18ffe51844c9149a7	Lovforslaget skulle vært lagt fram før sommeren, men er forsinket.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5dae1111369f6e066f4312f3420b446bd84c68e67bf1021da3fee166bfc7a0c6	De risikerer lange fengselsstraffer dersom de blir kjent skyldige.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5db5919de61bac0ef504060d1f56e72f6ec528e9ce763d0452d93fae4762a23f	Det føles godt når du får jobbe så hardt over tid.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5dbc222b7c358d0bcbb9809ec0f87fb5695470e4920cbd46ebd271398e9e48b3	Det er kommet flere bekymringsmeldinger om utendørs dyrehold.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5dc069beda32a190db85dec42fdb01d4432b34e2e8da38555facdedaa090bd19	Soldaten forsvant, men kort etter kom en annen soldat inn.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5de37ac3c4fa05811e982734d23ab907f334fb2bb372b888f68a4039c014d959	Etter planen vil romferja lande torsdag.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5dfab468ed471e615d6782532c9c36abb4309ba83db767a0c370e9e7949aa2aa	Den italienske dommen er ikke rettskraftig.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5e1014c37112c2454f74300b3641651ea16c303ce7b9275f043f8e63c94d2898	Resten reiste sammen med familie.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5e3d6f89a5650bd5ce61610f744f2bb16b94889e5ac75dc0796cfb3e747eff8d	Brannårsaken er så langt ukjent.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5e4305f907141978ac2630b5b733fbad07abea1a283efd311678915bb0d20b4b	Denne rekorden er ikke den eneste satt i ishavsområdene.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5e4be267d9b08a0467377441132784085cff46c8e9fd3af24d2f090488b9f20b	Fredag kveld var bjørnen avlivet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5e4fc2499996b2368c1c6a2b09f994e076c9835d03caa4b8ed221e769741b27c	Dette skal tilbys alle, men mange kommuner gjør ikke det.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5e5e5fa3db20e7a02476e3811d8475c1fb2e425b0e776e2a107e14aa63741ea4	Det er beskjeden fra landets omsorgssjefer til rikspolitikerne.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5e6b1d09de403e94ce0d12c6d8b7c147b50543cc8c0a1afbf6cea7ede0d445d5	Men vi må erkjenne at den favoriserer utenlandske aktører.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5e77f0ec16447263a858b3b50aef1b201e00b61d910748cf0729937463632c5a	Men veksten i forbrukslån har vært kraftig.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5e786593108a8179e042c3ebce479a529fa320834c26e1352b98844322846cbd	Vi får ikke levere kylling.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5e7a759dbb2aa13526395855ef2101e4a14c11965821094dae17120b3600bea1	De to har engasjert seg sterkt for ungdom i flere år.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5e82daeab80abd37a655200d6d16d547d1bf5aea489b0ce8bf385321560f17f3	I første omgang i tre måneder.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5e84b0fe719ee41da8c23876029374b85e8bf0feb62db73898573ec30e9372a2	Ideen bak verdensarvområdet er at en skal bevare kulturlandskapet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5e8e044d8093b359281140855d0db5db7ed8785e53437351ed52032a98489f42	Signalet sendes i tre serier med ett minutts opphold mellom seriene.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5ea3a85b6027609bfea351f5b01bf45cfb9dabcdd4faac52b711227b47cefbf3	Dessuten har stormene i vinter skadet både heisene og snøproduksjonsanlegget.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5ea9e892bee6b7feb363c4a0fec5b175aa95d8cab39a29a085df0e007aab4d0b	Det fikk konsekvenser for flere studenter.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5ed1bcd0f725f6b3e4960b455711c5377227ef7effd46ac47571fe5225439772	De er de viktigste for oss.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5ee2c35ee25b054814b33f7c7d11d4e00fb0e4f645cb477003f2c5b0fe8ec0dd	I år er beviset på at avgiften er betalt, rødt.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5ee6b1f22accbbd2aa9b6f56b6cddfa029969215132b05fea0090e9dd62ccb8d	Det offisielle valgresultatet er ventet først fredag.	general	"https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/	This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken."
5eedeec980d3159419b41e9c4a8c822f947834e5ea5d692b8152ca58005059e1	Dette omfatter også nettjenester som krever høy sikkerhet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5ef47b0ab0da39e530485f3e9df1a2bf87b65af36473acb2e20709280b6d48a8	Jeg vil være veldig engasjert den dagen jeg slutter med fotball.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5efc06d3d842de7cab703373131245edf577a7ef7c3bf7a9259f3769717daf66	Statsråden selv synes ikke han fremstår som anonym.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5efe6910091209956ae183e9ab11cd232e468e15e938b355f17339a89a0a3492	Seks barn og unge ble sendt hjem.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5efedcfa0e59a80817b09164295a88beaf7fe472d489d154f230f417616d7fd8	Ut fra den kristne tro står håpet om evig liv sentralt.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5f094fc17d716a2f0914bbf162f0e4be9b8494264f676c7941a75de2415fb5f2	Vi står midt oppe i en elbilrevolusjon.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5f282c70aa67f42ad0326c1bce60a9d577fc4bc0f5c479b7bc5f49c78eb7c8e8	Listen over økte klimaavgifter er lang.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5f2ad76b0fd8d5dd2692d6e7c0fdc698e966e107c374d6abce334aa20ddbf1b4	Mangelen på medisiner rammer alle typer pasientgrupper.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5f3d0ef018a484a3904840f6252b03d379cd0afc405f14a316a8f1bd82f7c3c9	Bilder av skipet viser et hull i akterenden.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5f3e5dece54530e9b31655adcaf0d9d9e8df7e1b2b27e50e4fff940e8b286e88	Inngåtte avtaler kreves å bli reforhandlet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5f4d971b1d561345f7adf5b7720d88b17cc885dd1a7141c0744c042114b61575	Målet er å understreke retten til fri religionsutøvelse.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5f6b5813aada16cf189a7d6631621a24f1169609a5a3e47b452dcf40932ee05c	Husk at stort sett går det jo bra.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5f84d896136395abd3af6f6bf311f12f508c95bf45dd65c449a9ad43d1c415f2	De avviser at de overreagerte.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5fbf584d9f78f3c7b83c68121f2f6126bbd7d5e41310d79d4acf840abfc1b808	Dermed er hele kvoten her fylt.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5fd7f3a86b6f95b938f602d266069806aa436627062ce03d254fa66ed9189cfd	Det viser en ny studie.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5fe113ff1c104deabfe3f556b2186eefd69a693cce46d207acf9d361d2c2d582	Vi tror ikke det er formålstjenlig med felles fartsbestemmelser.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
5fec947833492bf810a4e9c1e39f077dbfba5eab0694a393c2b8874a9b92682d	Det er andre gang i år bruket må stenges.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
6028a15a369466a12fba05f5c8e3e56b92aee2415bc8400b7c67a72814f443f1	Hun mener det viktigste er at alle kan velge fritt.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
6031a2c68514920db702e90dda984c5305af07b10a2e061d3dd68d4b91866e48	Samtidig åpnes det stadig nye ruter.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
604c51257df9864292bf6a5f8afe6cb558e319ad7e9a2bae2c3a0a04fd0ea174	Men betydningen er foreløpig litt vag.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
60551a8152d0d791a3c6ee1f146eae9ee461c630e5f4d33e3a27a5d1b9ec0c52	Begge er professorer ved psykologisk institutt.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
6060640522d394ee5861509373090a90edf7c2402b1b2141aa0c3a1bd91a3ae5	Siden arbeidet er forsinket,blir det enda dyrere.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
6061a55b85f1c3a241b783fc9bb823351efb96e370721e3bfa8eb536d805ff7e	Skatt og utbytte kommer derfor til å gå kraftig ned.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
608687ae57f0faf04e5d87795dec10f760b45fac6862540ee34d03c758e33d40	Det gjenspeiler seg også på seertallene.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
6093aa0046c825343b2ce7a78b702685e126ca13a0178c9c8bb75f96727ff9b7	Der skal arbeidstakerrettigheter og menneskerettigheter være tema.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
60a828c668ff4b88cc554f2bcae6ef8b251fbb1f3310be7267de989953ee27f2	De vet ennå ikke hva som vil skje etterpå.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
60ab6f07da53aaf76a8ba34f04f4e1cbcf7666c7b1f66a03ec09b54079c9aca6	Statsministeren kommer ikke til å gå inn i rasområdet.	general	"https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/	This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken."
60b1e511cad2f1f2ab46c071f82d806fc23ba4e1b5ffd04e30c4460b3ad37311	De sikter mot økte inntekter.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
60b2f1be136191f125407dfa4e773c66313537607205a212ed2c762bdafad3e6	Det er gruppen av tvilere som er redusert.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
60b4da1503b29b89f08e7a0ddd3f5f8e83dbe8b7232b0475b595384d465c1dc6	Særlig varekonsumet er motoren i økningen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
60c1e9d0bb057fcedd33ab21754a503e6bf53f3237c9add55e8fecdd2085b435	Han krever nok en gang et norsk forbud mot rasistiske grupper.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
60e52bad73416360404f09ea6d9fb5facce8520c2efe476ae2e56e964f097d9e	Målgruppen for ordningen er rederier og mottak for selprodukter.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
60e9578cacf3fd9c7588fa0db0105beb9fdb8bb5f1c13cbe0c8a3c192fb74eb1	Han sier det er stor variasjon i dommene.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
60f11972ec349723e821f1b0b54043787ef6b2d0320cb57753d44ac22dcf4327	Når saken blir rettskraftig, kan den bli prinsipiell.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
