sentence_id	sentence	sentence_domain	source	is_used	clips_count
a43aa7d5f6b19d1a27b08f65bec994cacf96cd61cb089c6fc2d8af2b61f01924	Hvordan hadde det seg at politimannen kunne finne frem til åstedet uten problemer?		sentence-collector	1	0
a4545558d06a0d92dab49fa8853276b25bf4df9a3abebca3d9142f46538cbd1e	navigering		sentence-collector	1	0
a45915333ad0fe3c5c7e46e1d2901067c9da968825db98b28b9b89191d08e43f	Harry Knutsen		sentence-collector	1	0
a47a21672f2e25151a6e2ba5ebc25c355ef4f5b6c73bd7cfb067eb6c0c0f5e11	Jaktkniv		Selvsitering	1	0
a48d8f957b6b7d8b737d2e4efc82a8f0bd2fea7b6d0a464c7c79c404b77271b8	Det har de gitt uttrykk for før, og det er en ideologisk motstand.		sentence-collector	1	0
a4912c35dfc1efda60abe80fb4f7ab00c5e5b560fabc1ecc1f8671cbd0e6a12e	Behandling av sensitive personopplysninger er underlagt særlige krav.		sentence-collector	1	0
a4a49df98bc9fa968c3f91e1107650525cfb4b2fba5f0354f341f01280cef227	De andre samler seg omkring henne.		sentence-collector	1	0
a4bd4b64577575b6e6d051498669ad70550cd1f60d32cb75136cfb2f352b9923	De to søker oftere sammen enn ellers.		sentence-collector	1	0
a4c2bf9d4d4313717f71089ef6236ee1adcd92de2c0f0025f3d94c0295207cce	Mange programledere jobber også når de ikke er på sending.		sentence-collector	1	0
a4c91e30d58222005e4167ddaa8cb0185084b249eff9dca42b6e7476ed498ce8	Godteri og snacks er viktig å ha med som ungenes motivasjon.		sentence-collector	1	0
a4c99ebafc854175c35efbc12f16504cacc29ba0c6aa86067e0d42734fa305bc	Vi snakker om helse, hygiene, kosthold, boforhold og kjønnsroller.		sentence-collector	1	0
a4ceb966e6fd0243dcc1f99dea66af11808d18c2e0d6d8c2817099ef7c496862	Dette er et oppvaskmøte.		sentence-collector	1	0
a4ece3aaa280dbd4140a5f4d9e2bbcb4f50df146945029acc907d78442a49209	Briksdalsbre		sentence-collector	1	0
a4ff13285a15b601c3888aa7866495fa951791a256e489d8b09d0501b31c2fe7	Vi reiste gjennom den vakre fjorden.	general,nature_environment,news_current_affairs	Finnmarksposten, torsdag 22. oktober 1874	1	0
a4ff65e383ad3705f1d4c2ef7a36623c6d39fb75bcac38d85d313ce70f9fa6c8	bokklubbene		sentence-collector	1	0
a50347f88452e7c67edff22c159f76390efbc0f40013923c6f5fd740e641125f	Det er en mørk avgrunn eller tunnel		sentence-collector	1	0
a509e5e91e19f6e80233ed79d203f9c83352075e49b458d4e3c9bedf187e160f	En velgjører kan velge å gjøre få eller mange til lags.	general	Selvsitering	1	0
a5275575fe36cbf15e0c49e83f3c4746d4f2f94efa912e5682a364473862b76d	Sosiale medier har endret måten vi kommuniserer på.	media_entertainment	Selvsitering	1	0
a53a72f0c0621abc58485de7cc862c0fbb1865d1280916d90299ebdee9cc20ad	Eierskap gjelder bare så lenge alle parter spiller etter reglene.		Self	1	0
a5409b289c4d3f7a7da2d5809cfacf5e8a3fa1e87773df833b68531959a1ed04	Selv om å snakke ligner, er det vesentlig forskjellig fra å skrive.		sentence-collector	1	0
a551e7d0e94810baa9f7504e2428bccb985a937c01e08fe00bcc9a922e1ab290	Skipet mistet ett anker og måtte kutte et annet.		sentence-collector	1	0
a58c3f0870fdc62c97981ffbb9a25bd80e1491bd41ee2b311ca19d1c78072333	to fire fem to femtisju fire hundre og en		sentence-collector	1	0
a58e3d3e1cea8de9ee88236759811aa42b763c5edc9c8b87948ed2903cfd9706	slå opp		sentence-collector	1	0
a5d93b9595ada62bb114f19c5451ce7007a06d46c2d9f1a0867db87901540fb3	Byens musikkforening spilte fra kirketårnet.	general,nature_environment,news_current_affairs	Finnmarksposten, torsdag 22. oktober 1874	1	0
a61e31df2156478b54691ed2cb8ab8081857c06265337a5f21d2bad4bbd8f406	Det er bare å si velbekomme.		sentence-collector	1	0
a621a805f5dab7eec189c84f7c240f8502084b67eb3b8169a3e6c3a0d5e2455d	Det var en helt flott stemning i studio.		sentence-collector	1	0
a64af7527a8370114d89783d6b37b8c8446d75734239d03b2fffe55c0c17caee	Bjørnen er sulten, har lite mat og vil forsvare det den har mot inntrengere.		sentence-collector	1	0
a64b6ea6cabec712c99bc42058cd37011f8513e88f54c4352e38a4fe11c0366d	Den gang var det svenske småaksjonærer som veltet prosjektet.		sentence-collector	1	0
a64db78658e45d9f08a80af2862c3572b9b21f9d44204390c6910931ea7833ae	åttifire tusen ni hundre og tjuesju		sentence-collector	1	0
a653b57432e0c7eca50471485c62d8f121203a0e97ae45cff173adb6ac5b92ff	Bjørkebark kan også kalles for never.		sentence-collector	1	0
a6826ad296d32299451cc9862ecbaac08e134a77da9ee2c74e7afb0b8dcec70e	syttifem tusen ett hundre og syttisju		sentence-collector	1	0
a686d0be8adb1be09aaf368e0586ce01c0a15d9e793bdf4cc2f107abdb56f62d	sju en to fem sekstifire ett hundre og tjueen		sentence-collector	1	0
a68988e1a0efefed96813960d4104560d679a1f1b66ac8d7dde3c395bab7daa8	omverden		sentence-collector	1	0
a6899393dae787f139350fdee8dae9eec2d2ad4754a7bb72f5bfa62096473541	Våre folk arbeider døgnet rundt for å hjelpe kundene i en dramatisk situasjon.		sentence-collector	1	0
a69ea60a5be4462eab37e50317d7a246adccd09eea8d3af6cb825ef88bf6ae19	En inneklemt dag er en arbeidsdag mellom to fridager.		sentence-collector	1	0
a6b2d23d2aaf7839ca8773478b7a51d26a25a6cf0611781464174c1f2c398856	drift		sentence-collector	1	0
a6b3063ff1e481935761392e344f5a950776ddfd530f747a52f8f931529566da	Reservebestefedre		Selvsitering	1	0
a6d2849ea26e392f00e733549a7148249bc6916ce67c07da93422aab507a9758	En manns tak er en annen manns gulv.		sentence-collector	1	0
a6db44b909127149834ae29e02901922cb2780079bce175b5f2d00a9e07035fe	tyve		sentence-collector	1	0
a6e25c840db87552c9106706c0eae27a69fbf3c958d3f019ee65e4aee00062f6	Den er fullstappet med nye muligheter og funksjoner som er blitt forbedret.		sentence-collector	1	0
a6e9dea91bc285048aabc58207e4cba83021ccf93af45996bbf37c6a4136e021	På sommeren stiller man klokken.		sentence-collector	1	0
a71dd44a1b3e07c7b6a39b0d0c7aa56a37385d09db5c991e1a12ae780987f2ab	Vennligst ta kontakt med oss for mer informasjon.	service_retail	Selvsitering	1	0
a728358062f849b8ba98db231ece0ec52e8b6c37528affa3d7b8f0e9b7a91a1b	Kristin ramlet av sykkelen da kjolen hennes satt seg fast i kjedet.		sentence-collector	1	0
a72a93b0afbd00af63d23c7d972ea1860c8def4a309420792e1fb8bf09da9017	Utstillingen er viet hans produksjon gjennom fem tiår.		sentence-collector	1	0
a73933723751921b13c2e2dac1c0fa370d62c09791a71ea7610c3c7934a01d7a	Helen Krogh		sentence-collector	1	0
a73f6aced083d898949f2905c08e29ec81fabbe7ee505ae1f03763920dc79e2b	Det er kun halvparten av det norske støpegodsforbruket som er registrert i undersøkelsen.		sentence-collector	1	0
a7465789b3b299145451dc3d50c14831c898be01d9f3cfc2e034f774ea7f3219	Juni		sentence-collector	1	0
a74b591dc21401fe7fe9247767da7c384dcf3d35b483eb0f9176a0bd2889bff3	adresse		sentence-collector	1	0
a74c5e37055b63264d81f690ff038d614ade218b8219a9f056e25ed5474661d4	Visste du at man kan betale penger for at andre lager mat for deg?		sentence-collector	1	0
a77e861b0bafee9c9cfc5d502cb88ab2ea097bf5253a324009223b7e7eb4ad51	Ingen tar hensyn til det overordnede landskapsbildet.		sentence-collector	1	0
a78c95aea113f857bba5a75c44324f55594183bc6bfd1104ea513b0c75fe6b14	Kan jeg hjelpe deg med å finne noe spesielt?	service_retail	Selvsitering	1	0
a799d112aecdcbfd63405406d689f54d07a0b50aff93392e75a5e6593d3f41ab	Gaborone		sentence-collector	1	0
a79ede93135dbffff0574a995c152ba8169ba84b4e0e3d97d5bd47e6411e99a6	tjuetre tusen to hundre og trettitre		sentence-collector	1	0
a7ce309bc8db444964a8134c7e04f00e2360dd0f3341b6e9b989367edb1f1dce	Jeg har aldri sett på maken!		sentence-collector	1	0
a7ec7f2fea0aa86d37dbc5af220ece03f8d9775f5f1edc40fc601c1438322eb9	En hund spiste leksene.		sentence-collector	1	0
a7f724c4e8e89ad0d1920839d7d86f633196623cb5456594367c40f00aa95ebc	A N E T T E		sentence-collector	1	0
a7f7dead3817dd9e804e1632d2dacf08c00183e815883d4e668394a1aa716b60	Demokratiet var satt ut av spill.		sentence-collector	1	0
a8342ca264c6435e9780ef6ae76b7b2e2e40c759a59bf6fe51113684efee1d51	Han stiller seg uforstående til at han ikke får forlenget opphold.		sentence-collector	1	0
a83ae10c152907fba0c4785282ace29b9c7e7423f5049cf2d46f1065864ef492	Her på skolen får vi anledning til å utvikle oss som fotballspillere.		sentence-collector	1	0
a83e4e08363b86445b00d166a11c8ade82bb83c3c029cfe5d049de0bafb25263	Språk endrer seg til tider kjempefort.		sentence-collector	1	0
a840286e497d31a8671daa35bf77a68eb9134c5b54826d8ba92e0988e0bd00d6	Det var et livløst land.	general,nature_environment,news_current_affairs	Finnmarksposten, torsdag 22. oktober 1874	1	0
a853fc78b96140108d99657dcb39c56aee3f129dae7b4fa344fe5d3e63a91232	Norsk nynorsk ordliste		sentence-collector	1	0
a85d99a26263ada3efdb521dcc17fee2acb30c9aa06a3410ddcdc1d9e4d7e9ec	sivilingeniørers		sentence-collector	1	0
a87f18d7093adb569e19863f52379bd62310b491d1a72c6f3cff52eb429755ed	Det er ikke mulig å regissere en slik prosess.		sentence-collector	1	0
a88a5e00deb6f4a1a69574c9c962dcb0141aeba60875b81e04247f3ad8a9c3a5	Det var blomstene som valgte meg.		sentence-collector	1	0
a89d0a1a44d44bd6be3cc00fe81b909098f9d4e09550ca09d6d0fd3e770ba6ad	førtitre tusen fem hundre og to		sentence-collector	1	0
a8ac8daf1e25a275a35e115745966e6f550e00bf5b07a1b0ee899fb43ab73043	Renate Bjørndal		sentence-collector	1	0
a8e3c892dd9b33faf4851d8712aa54ec83e724458a27cbd8ee7ee90c9ae611ff	Det kan være det samme.		sentence-collector	1	0
a8eb1ceaa8235ae3a0e7272d6dd27cb8990dd6917cf5a63e0272b5042f6ff0cb	Det er politikernes ansvar at det blir gjort.		sentence-collector	1	0
a8f568deedc448b997df1f9b983fc3b31c08f29eadf1bc1b4bdf2c5508e76aa2	skann		sentence-collector	1	0
a9049d6100fbf3969843c79757728ec008ee3bf81d3f8f94b8140359ddf1ab50	Det er altså det siste departementet nå er opptatt av.		sentence-collector	1	0
a9056444a3e6fa968ab95f8910cfb01f97dc97d31bccc47d3f01625f24ec4cfa	Ingen ønsker å besøke den falleferdige hytta.		sentence-collector	1	0
a90edc219ea8b74d583655d76346b7b609e252e4cae0e57bce92b410f93494c8	Hvem leser?		sentence-collector	1	0
a927d41ef906701f24694a7fe20a6b5c2342aeae25d3a1d811c96397f4527571	Så du det?		sentence-collector	1	0
a932622ee0c3031aa1ff5cb9e396fc5a187c008559387edcacecc9f2f42371c5	Derfor blir de også sårbare for kritikk og politiske endringer.		sentence-collector	1	0
a945fc2de481008c727d6d2aec14951ad86467adcc7cd0be073369824c6c09db	juli		sentence-collector	1	0
a954c52511182cd91cc3bbcf01584273c0e7e9e818fd2ae3fa738863af4e2dde	høyreleder		sentence-collector	1	0
a9670835c4168b84ce48f2066aede41365849c96041dfa0627f632b6a2ed7cfa	Jeg hadde planlagt mitt arbeidet i minste detalj.		sentence-collector	1	0
a97ca09ee0fc1c30e11326bba9c8773da1bbfd159badeacbea35d3212de6aa81	geistlige		sentence-collector	1	0
a9894c331b13004f20c8437b56c0506b47f690e7cf0fdf644c878954db0e68bf	Setninger som skal skrives for å leses høyt		sentence-collector	1	0
a98fb9785cbe67a174ccdd358cccf4652781a9bf322faa522954bc92b0d945ac	Derfor er det ikke riktig å spørre om de vil gi noe mer.		sentence-collector	1	0
a99d065cf239ad2a48cf230bf77901f83d57738bb93c9cefe1651bc8a21a19d9	Lilly Kristoffersen		sentence-collector	1	0
a9a22f8c198e3f328f0bc8f0a1a964c98015e3d6de4ef7253b5cdb14bcd42595	Skru på flymodus.		sentence-collector	1	0
a9b5dade7051c80adca3b7b67039732b4befe7bb23b4cf3580125497501fbf55	blank		sentence-collector	1	0
a9d52a0059ed1d069c9f30002aee60b59c915e2c52c46c7669161a2f0f1a9e4d	Dere er ikke i Kansas nå		sentence-collector	1	0
a9d6b9745aab21455d581dc0d73791aa37ced98f7b568dc24dc79f0a04363064	Jeg står foran huset.		sentence-collector	1	0
a9e384b208feb45b594372d14fce2f985b73f303d8fe8e70ef84e61f4a2cab16	syttifire tusen fem hundre og syttiåtte		sentence-collector	1	0
aa083cff1ab3505bf6b916326085eeb55d3ffcb6cd1393435f0c91a6565e520b	Jeg ble en marinesoldat for å teste meg		sentence-collector	1	0
aa1c667a76e11a4ff6789e2ce06c11c8afdfbc63c8752bd5138cc473d9382f91	Det vrimlet av mygg.		sentence-collector	1	0
aa29ee31caad301c11ba17ea9924788e8a1e51c3e3f0c4d9e6018895b527f4cf	seks fire sju fem tjueseks ett hundre og førtifire		sentence-collector	1	0
aa556ec24269be481936916800fc828540707f11dc2b0dfd0da7fed502707a9f	Med i denne gruppen er også skippere og styrmenn.		sentence-collector	1	0
aa57fa892a7d38233ee0cb6c34c60b2f849be2b80be52f63d19ca23d88e630a5	Boken glir rett inn i den norske debatten om gjensidig respekt.		sentence-collector	1	0
aa80616f837b03d21172f3f2e96455efc03a58eed99ebdf087304bc0efbc0171	seks fire fem en tretten sju hundre og tjuesju		sentence-collector	1	0
aaaff5a5a23e691a715c06bc1a40e28a6ba0f4a1661d70b14ee75641200ebdd5	Skjema og tjenester		sentence-collector	1	0
aad2ab159f7ebbbe5bcdca65c9effe6c3a3e6d4fdf74ad0d669828ef866a73cc	Agnar Holst		sentence-collector	1	0
aae1be4e1c0bc799185230c70bd46a6033d343948843af910e8571491cfc6bfa	Det gikk alt for fort over.		sentence-collector	1	0
aaec78595a435ab108fd67e31d24a6ea0c86eb2be0695abee12559e0328efea0	Dette rommet som skapes, som er familierommet, gir både åpninger og beskyttelser.		sentence-collector	1	0
aaf7885add44ee812c677dda6a1919a80d1f0a72ce88ccc1e56a0bb8ed58d5bf	Ellers blir det barnearrangementer, kunstutstillinger og annet.		sentence-collector	1	0
ab059b265e54efb183731c935e8396a1e7061497a3224d665affe1439b1799ad	Et piano har strenger, akkurat som en gitar.		sentence-collector	1	0
ab41f1a6577070492378e6d92e7d8a89ada6cec8295073f16ea60ceee9d0f0e2	S A B I N A		sentence-collector	1	0
ab4642392d6967bc6cece140ca68ade7f626c4ae4e18e309bc9336174995247f	Det er valg bare annethvert år.		sentence-collector	1	0
ab4f7677876835b0174fdc1917e47a24d34ec4a4707c0d111ccde3c0375ce111	produksjonssjef		sentence-collector	1	0
ab50a96ba2540b356ea1063fae1229d338cb115faabe716efa27a5a376a79f6b	Jeg er sliten.		Self Citation	1	0
ab56c158dcfadca5ddf2069a1223e16ae9d074ac12adbd00c0a9d9f52600c294	H E L D I G E		sentence-collector	1	0
ab759e08684f1cbeb296314bbce7617fe4d405241eb0395dbecf194a0f95bcfe	Læreren ga barna for stor frihet		sentence-collector	1	0
abb3286d1c935b7a43d4d3bf077e9d496611e2f9ed4fc32e64a45d42d9bd8c4d	Selv om det er det siste vi burde gjøre.		sentence-collector	1	0
ac02138cdce054c9b831edafb3935de72573126f867f5c980c7e94c984f70318	Høstens planer vil hun ikke røpe noe om.		sentence-collector	1	0
ac2da1a82bb0a7c1ce63ab6bc17832b77eef0e3d4623cbac68d4be6b4e01af96	Nylig ble han også utnevnt til president i den internasjonale ultralydforeningen.		sentence-collector	1	0
ac3c7fdb81212b3d045531f1d5f2d5c5735510743a0e45565e02f6e2776eca62	Plutselig våknet hun med et rykk.	media_entertainment	http://urn.nb.no/URN:NBN:no-nb_digibok_2009051403022	1	0
ac8ce698c02667f2ba4e49d261a0ee385c0e1a93a516694d5bf2c0bcc9ed2e36	Malere er flinkere til å male enn det snekkere er til å snekre.		sentence-collector	1	0
ac95891a2932681b02b37aa9088fc1e3c5e728c10d134c5391f520b45fa72d7d	frontlinjestatene		sentence-collector	1	0
ac98e3044b2c9f8d7049fd67506f8e195f90c73f51dd3d7d63b1801fb755ac27	Fresvik		sentence-collector	1	0
aca50e374db6b4c4316c33cc670cf74cab220827cff210a1295c0edf0317e0e5	Byen lå grå og uspennende nedenfor ham.		sentence-collector	1	0
acbc23b3cf252a6eec337e8255dc12613f79ba2bf9eeb886b3984c8d5f1dd60a	nittifem tusen fire hundre og nittiåtte		sentence-collector	1	0
acc96ec9fe957cf91f9ffde420e0774cc52a93744897df111161c70ceb876061	Jeg skjønner ikke hvorfor kommunen er så tilbakeholden med å gi slike lån.		sentence-collector	1	0
acdf5ab8f4f67492c7cc7691363d5814b01b37b16154c8c4491cacb16e41eaec	Renteøkningen gjør at mange familier må spe på inntektene.		sentence-collector	1	0
acf182e6cd6b0ef8cd9cffb23fb8fd968733a36c79ca7203d523eea2d6562770	Det er likevel ikke helt slik.	general	Selvsitering	1	0
ad1b2a29d80c8223e6a81f30a9d7e1fac9f330a5c3f53a8739dd84708d6ec435	Vi ser nå at tiltakene virker.		sentence-collector	1	0
ad2b5bbacb6b7375b6fb1339bfe33b814f96e38bcfad343914208cd93f308820	Minst syv dager til med snøvær er i sikte.		sentence-collector	1	0
ad45bfbc0d340f5202f3b86e24f381f2cfd89a35d535a3fcadc66b584352dad5	nummer		sentence-collector	1	0
ad4db27566c1636d2248b55b9ca98c9a6170b0d90edb71c52c8f355b2da4afbc	Sil sausen og smak den til.		sentence-collector	1	0
ad58ce02b4c2dbb570f3fef5c3fcb58c0e1f845d3f3d9b30c38b80bf57e47905	Veronika Eriksen		sentence-collector	1	0
ad6d8a708ad062633b0d8a68652d618d2c4841f96b77c65519e947f7125f72f5	Selskapet hun leder har spesialisert seg på konflikthåndtering.		sentence-collector	1	0
ad7b4d20c9595a6d9c76a2ca7e2afca9edab95153b0106a0dec199d78b250a67	Det å kjøre drosje er undervurdert som litterært virkemiddel.		sentence-collector	1	0
ad865c49f163e29e3e8ae6dc87217f3274b2118af5199749e5eeb4a444a4d00d	Det er altfor lite konflikter i dagens samfunn.		sentence-collector	1	0
ad8868ead467fe7daa73c066c173c4bbe629db8b8dd5c6233ece07d1f28fb993	Det skal mye til for at det skal bli like bra.		sentence-collector	1	0
ad95c223a1176fe0f87fa142e51ef16a5bac7287a00e61d36089224f4a717f8c	Medier, naturvitenskap og samfunnskunnskap dominerer fagkretsen i første skoleår.		sentence-collector	1	0
adb1cb5d34e416d86b091aaf86bedb3f7e0137b33c9337ffccce6256ceffb098	Opp av havet stiger det frem en liten flat øy.		sentence-collector	1	0
add42b8dc19aaa6e469c1a83618519b7defb7ac095c433c9f806671daccbb4a1	Kort tid senere var han tilbake i hjembygda.		sentence-collector	1	0
ade808f4012bb01cea9082493027e25f1b99543f1ce69b666c1c281121fac383	Dessuten tok de ikke sjansen på å spille med en ukjent gitarist.		sentence-collector	1	0
adf2f0478c550cc21c04bae929af9fd5edac1d9a1c9e9f38d22875f728532e1c	Svoger vinket ut mot gata til en kappekledd herre som hastet forbi.		sentence-collector	1	0
adfe03cd1f48d64d9f76b2c0d81518d3dc38222849ec82b12a6d29a51bd074fc	seksten tusen sju hundre og nittini		sentence-collector	1	0
ae13123c0b7edb375ed60afaaf67250897c310df56c80c8a19c97ea0ab37fc4d	Hun tok telefonen etter ett ring. 		Self Citation	1	0
ae2ac54d1ef3c87f922c0716fbf1a8a7b163e40ed08adb76a8d157495af7a9a6	fem fem åtte sju femtini sju hundre og tjuefem		sentence-collector	1	0
ae3c79c5c60097df6562e50a97a0ec905fe5bbe182db4f97a830f92a0b6eb347	Elias Førde		sentence-collector	1	0
ae7862b15da0eca8ccd0d1b0c938bcfef75bdce40f0ffc9bad443d8f4ceb156d	I utforskningen av soppfloraen har enkelte pionerer satt spor etter seg.		sentence-collector	1	0
ae82ac596e91c4d8e14aba73f550804d6b30932643d4307eef231086d5229a56	utbygginger		sentence-collector	1	0
ae9adac4cfbb4149bdb4e809326dfdc4deb7744a6339f144f3e17fdd6acfc6c3	Viktigere er det at far skal hjem og synge fireåringen i søvn.		sentence-collector	1	0
ae9e779fb0be287bd3ed600b8fe5839930bc4ba4f941ddce6a766026018896fb	Etter radiosendingen er ferdig går programlederen hjem fra jobb.		sentence-collector	1	0
aec7e5fafe49cfea85deebbcaf11490bf00606f04074adf681fada9a15f3bfcb	politikammer		sentence-collector	1	0
aec86d81fe5340ba6a2c018273916bcdd3806defe2912f045eac0ba28d2bdecc	Hva småbrukerne mente, kom tydelig frem i den påfølgende debatten.		sentence-collector	1	0
aed2926c3a2afa9e04dc77e12aea8801aa837e06208ec8f0653dd992717c491d	Jeg skriver det snarere som en besvergelse.		sentence-collector	1	0
af1860ffb37fecbc8a691bdcf80ea3fd4c31ec42e11c6ef49085205b9a3ee637	Å snike på trikken er forbudt.		sentence-collector	1	0
af559cf5e5a04ea5802c42f7008998588ddc6fe98c37918870138dbeb8bb9212	Auget vil vere der det er kjært, og handa der det er sårt		sentence-collector	1	0
af5efdc623eb2fc7885a3b8210eb2a06bc4ce4cb78d05c868130526d6b85e0b1	Ingefærte med honning er bra for sår hals		sentence-collector	1	0
af6f87ef3f1d337f5393afb87a5bee166b9c9f63527ee3c3df08d5878a2b6a57	Økte krav til vernearbeid og trivselsfremmende tiltak på arbeidsplassen kommer til å bli stilt.		sentence-collector	1	0
af78ed4a4752de8a1d9b76b2e3036aa8468b3b270b4ec1463072cc6dd3962d4f	Du er syk, du burde gå til legen.	general	Meg	1	0
af852d55f8e5a7476e7e5e03ff02582f19592b67daf7eb0c64bf41ddd85b14c1	konstituerende		sentence-collector	1	0
af8789fe3236ccfb86e79b95780ad62f0fe6ec842da3091167fd60f0d1ebaa3d	Han vil imidlertid ikke fortelle ved hvilke skoler politiet har beslaglagt våpen.		sentence-collector	1	0
af93434724159915dc08a0298a2efe21ddf4e70905d552eb016c56f46297d3c8	en tre to seks sekstifire ni hundre og femtitre		sentence-collector	1	0
af9b4504674589a28d72fb726119064dba467beab1a8c41a1e2093875d34a1a0	Karoline Danielsen		sentence-collector	1	0
afa57074bb0e389ba9b58695fa1e4db473348b1e1462f6a8d25d1fb52ce8e738	I morgen skal vi se på det vi gjorde i går.		sentence-collector	1	0
afbb4b5df595ed5d6212a894faa0fd9f532d501d39a3d5fd7a1c978a71170330	Dette navnet brukes fortsatt på fransk.	history_law_government	Selvsitering	1	0
afc3960b9cb28b7793ff509b84ab147225f4be81949522ec2ac17042108761f1	Du finner ikke hunden din i fjøset.		Selvsitering	1	0
afdec8c3d2f5fdd2f4feec91246db9bacd54cbc9c23794bd71b93129a80e3b3d	umerkelig		sentence-collector	1	0
afe962449584ea99b114a704d9e22a55470d217ddc09fb5c20901cdce6a70955	Muligheten for tilpasninger for de ressurssterke kan lett bli store på de ressurssvakes bekostning.		sentence-collector	1	0
aff143fc26937bf6b8f52a3385f08f100e0e92449ba9ccb8c8f84f5780128428	tre seks åtte åtte nittifem to hundre og trettiåtte		sentence-collector	1	0
aff8dbcb92f812d53b77b2011f61a5e1e89a8ac1c91d704185148be8b741f54c	I speilet ser man seg selv speilvendt.		sentence-collector	1	0
affee73c3f14759750acb6a6a765cc3a4a9179d6f3b4b576ddef450855f214eb	Motivasjon kommer ofte av følelsen av at man har noe unikt å bidra med.		sentence-collector	1	0
b007fb4f21bae7940bbef33a3dd5473837b671a8a4c0e2aa411901e7d7b72b5e	Bruk litt tid på å bruke litt mindre tid.		sentence-collector	1	0
b0088c724df10a108f0ec2e342e637f2aa0d581ddfdba03b0805be9d23941e15	tjuefire tusen seks hundre og førtifem		sentence-collector	1	0
b016da823f6b031a31f1589451d8db5869071fb2f770abe762c156730b893565	Vi er alltid her for å hjelpe deg med spørsmål.	service_retail	Selvsitering	1	0
b021883239c9e16c127c8c1526473e6887bcf109cceb72c861d451a66be852e7	tre sju fire fire femti fire hundre og førtisju		sentence-collector	1	0
b05a4de03341667cb1f0c0d737a0f70b2d4fbd630752233e2f9e66f43504e8a1	Derfor ble gjerne brudeparet fulgt til brudekammeret når kvelden kom.		sentence-collector	1	0
b078e93bd4c0076f8e92c7b21a5e2175c2483eefeb3d39e6686558e362368208	sju sju seks sju sekstini to hundre og femtitre		sentence-collector	1	0
b07fa1535fb974f58428583e4e992d687a6298d7bceb23b8e7e3347f45af675c	en seks to to tjueto ni hundre og fem		sentence-collector	1	0
b0942e284eb10f334815c0453fdfbe9b66a74275ff3a191ce051f5dbfb69dd15	Denne undervisningen er obligatorisk		sentence-collector	1	0
b0ad59356d0edd486df426f6c44206743c3bdd0cdb603448469eb16968805b41	Vi ser fram til at han skal vende tilbake.		sentence-collector	1	0
b0bdcf6d2cf8a63caa34c4e0c53960b5f1d356770e92fb894fb43802720d3ab2	to sju åtte en tjuesju tre hundre og tjuesju		sentence-collector	1	0
b0cdba063ec1100f5120330c86f371391b8061ee8c2c2bcbb5ff206ca00c9f0c	Susanne Nicolaysen		sentence-collector	1	0
b0fa371c3dad9fc77249bb4d10e38467f3839a433f29c6779dd4cfa213692ea6	På høsten kan man plukke blåbær i skogen.		sentence-collector	1	0
b1083d0a796325adc24b4e996ef68c1eef8292d0a5c04a66b3820d7d217af443	tretten tusen ett hundre og sekstiåtte		sentence-collector	1	0
b118f016063d8a7330103299362c94c47b36d2cc63d25b3560eebd943812e23a	Et meget viktig poeng for svært mange lesere.		sentence-collector	1	0
b12620f19873e975b2c0cb1abe2f6d455501ccd78c2de2fae2a6360e0744f263	Vi har rabatterte priser på utgående varer.	service_retail	Selvsitering	1	0
b129f3ccc38b49cb23e815273e98789fa1742a5c54e1a861c9b89cbcfff38567	femtifire tusen to hundre og trettifem		sentence-collector	1	0
b13224203c08240df1aa7bb871989ff5e9a83bf27994e7ff18ca4f047419e512	Bak alle de gamle fasadene kan det skjule seg meget moderne bygninger.		sentence-collector	1	0
b1357184696a8c0f4afa4be55a1857ef737edfb22edec33d73d4a1046f83e9fd	Mange arter er truet på grunn av menneskelig aktivitet.	nature_environment	Selvsitering	1	0
b13635d417d5053b0c8fa553b8c5afbf2b297f013d8be21f9335881f717d184b	Tilbakekomsten skjer med gondol sammen med noen utenlandske turister.		sentence-collector	1	0
b14a6df24ad1528a1f32bee94a69b50fe813445ea10ae7dec3ffb22d9100c419	I noen land kan man røyke marihuana lovlig på fritiden.		sentence-collector	1	0
b14cb705080104d28a9f920f19caab89c8b2bac9982bcec5c6e3b021cc7417e6	eiendommer		sentence-collector	1	0
b14df596dfc5c6b805f032a97713d7e698cfbcd0bd4d391e85129bf38a67bc32	Jeg ville bare si tusen takk!		sentence-collector	1	0
b1b0508bab2026f4ad4a27e4601244977e539a4ce305a58a32850bd050d78882	fire tusen åtte hundre og åttiåtte		sentence-collector	1	0
b1dd12e0baa2203a474e2893715b8d0ea8f2aa156085edc940d5eeabb4f3a9fa	Flere firmaer selger stein og mineraler, både norske og utenlandske arter.		sentence-collector	1	0
b1e666b19cdfdf93e37ef52414e13f979204a58bc4e5e131e04b1b8e87b73977	Hittill har det vært lite gjennomslag for dette hos indiske myndigheter.		sentence-collector	1	0
b20346d3d28ef973b356273072d7002e65214fcd6dc85268c7f34251ec0baa2d	Både gutt og fiske er godt skildret.		sentence-collector	1	0
b21d053eb7fa7b55b6eefca8999c92aed00365ba188753cd5cbf191d509e029a	mørke		sentence-collector	1	0
b238ef402ce6784070888323db42bf01fc87fe10cf66bd14cb8cf37abd67354b	sekstien tusen tre hundre og førtitre		sentence-collector	1	0
b23e47719bd43f78c84c1a2596833f8bfdd90f07403039883056c9a51989fa97	konge		sentence-collector	1	0
